测试脚本名称,性能检查点, 标准时间,超时标准,超时上限,竞品值,容忍值,业务场景,实测值,结果
10w_协同_导入DWG_建筑,隐藏DWG_建筑,0.08,相对值,0.1,0.1,0.1,1,0.063,提升
10w_协同_导入DWG_建筑,显示DWG_建筑,0.18,相对值,0.1,0.1,0.5,1,0.203,衰退
10w_协同_导入DWG_建筑,打开有DWG图纸的视图_建筑,0.8,相对值,0.15,1.5,1.5,1,0.812,正常
10w_协同_导入DWG_建筑,关闭有DWG图纸的视图_建筑,0.1,相对值,0.1,0.1,0.2,1,0.078,提升
10w_协同_导出DWG地下_建筑,导出dwg_地下,10.16,相对值,0.15,12.5,15,1,8.953,正常
10w_协同_导出PDF地下_建筑,导出PDF_地下,11.29,相对值,0.15,7.36,15,1,10.062,正常
10w_协同_CAD转化_建筑,转化DWG_建筑,5.5,相对值,0.15,31.15,31,0,5.094,正常
10w_协同_标注和二维对象_建筑,高频_对齐标注,1.0,相对值,0.1,7.86,8,1,0.421,提升
10w_协同_标注和二维对象_建筑,高频_线性标注,0.6,相对值,0.1,1.5,1.5,1,0.469,提升
10w_协同_标注和二维对象_建筑,高频_标高标注,0.18,相对值,0.1,0.1,0.2,1,0.172,正常
10w_协同_标注和二维对象_建筑,高频_框选索引,0.7,相对值,0.1,0.1,1.5,1,0.906,衰退
10w_协同_标注和二维对象_建筑,高频_引出标注,0.59,相对值,0.1,0.17,0.6,1,0.547,正常
10w_协同_标注和二维对象_建筑,高频_表格,4.5,相对值,0.1,0.1,5,1,4.5,正常
10w_协同_标注和二维对象_建筑,高频_文字,0.5,相对值,0.1,3,3,1,0.453,正常
10w_协同_标注和二维对象_建筑,高频_二维线,0.4,相对值,0.1,6,6,1,0.391,正常
10w_协同_标注和二维对象_建筑,高频_填充,0.4,相对值,0.1,0.1,2,1,0.36,正常
10w_协同_标注和二维对象_建筑,高频_复制,0.2,相对值,0.1,0.1,0.5,1,0.172,提升
10w_协同_标注和二维对象_建筑,高频_移动,0.15,相对值,0.1,0.1,0.5,1,0.109,提升
10w_协同_标注和二维对象_建筑,高频_镜像,0.15,相对值,0.1,0.1,0.5,1,0.141,正常
10w_协同_标注和二维对象_建筑,高频_删除,0.1,相对值,0.1,0.1,0.5,1,0.094,正常
10w_协同_标注和二维对象_建筑,高频_跨楼层复制注释对象,3.3,相对值,0.1,7.7,8,0,3.156,正常
10W_协同项目打开参照,高频_有缓存打开工作单元,62.25,相对值,0.2,43.3,60,1,43.532,提升
10W_协同项目打开参照,同专业参照更新,10.15,相对值,0.2,4.7,10,1,7.578,提升
10W_协同项目打开参照,高频_结构参照更新,12.64,相对值,0.2,10.2,10,1,9.36,提升
10W_协同项目打开参照,机电参照更新,7.5,相对值,0.2,14.5,10,1,9.031,衰退
10W_协同项目视图创建编辑,高频_首次打开平面视图,4.39,相对值,0.2,3.7,3.7,1,4.922,正常
10W_协同项目视图创建编辑,高频_首次打开三维视图,16.2,相对值,0.2,18,18,1,14.234,正常
10W_协同项目视图创建编辑,高频_首次打开立面视图,19.0,相对值,0.2,3.7,12,1,19.359,正常
10W_协同项目视图创建编辑,高频_首次打开剖面视图,9.31,相对值,0.2,4.2,4.2,1,7.516,正常
10W_协同项目视图创建编辑,高频_切换视图,0.7,相对值,0.2,0.8,0.8,1,0.531,提升
10W_协同项目视图创建编辑,高频_创建局部三维视图,0.5,相对值,0.2,10,10,1,0.343,提升
10W_协同项目视图创建编辑,高频_创建剖面视图符号,0.73,相对值,0.2,4.7,4.7,1,0.485,提升
10W_协同项目视图创建编辑,高频_裁剪框编辑,1.39,相对值,0.2,5,3,1,0.313,提升
10W_协同项目视图创建编辑,高频_视图复制,4.57,相对值,0.2,14.2,14.2,1,4.187,正常
10W_协同项目视图创建编辑,高频_视图比例,4.05,相对值,0.2,6.8,6.8,1,3.297,正常
10W_协同项目视图创建编辑,显示模式,0.45,相对值,0.2,1.7,1.7,1,0.312,提升
10W_协同项目视图创建编辑,隔离所选,0.8,相对值,0.2,0.8,5,1,0.484,提升
10W_协同项目视图创建编辑,工作图导入DWG,2.12,相对值,0.2,,15.5,1,1.641,提升
10W_协同项目构件创建编辑,高频_轴号隐藏,0.31,相对值,0.2,0.2,0.2,1,0.266,正常
10W_协同项目构件创建编辑,高频_轴线夹点编辑,0.13,相对值,0.2,0.3,0.3,1,0.11,正常
10W_协同项目构件创建编辑,高频_批量调整轴线,0.13,相对值,0.2,0.3,0.3,1,0.125,正常
10W_协同项目构件创建编辑,高频_墙夹点编辑,0.19,相对值,0.2,0.3,0.3,1,0.172,正常
10W_协同项目构件创建编辑,高频_扣减后墙夹点编辑,0.58,相对值,0.2,3.6,3.6,1,0.484,正常
10W_协同项目构件创建编辑,高频_创建房间,0.29,相对值,0.2,0.3,0.3,1,0.203,提升
10W_协同项目构件创建编辑,高频_门窗表夹点编辑,0.98,相对值,0.2,1,1,1,0.953,正常
10W_协同项目构件创建编辑,合并单元格,0.76,相对值,0.2,1,1,1,0.718,正常
10W_协同项目构件创建编辑,高频_更新门窗表,5.0,相对值,0.2,1,3,1,5.75,正常
10W_协同项目构件创建编辑,高频_视图样板编辑,5.0,相对值,0.2,5.67,12,1,3.375,提升
10W_协同项目构件创建编辑,高频_视图对象样式编辑,3.0,相对值,0.2,3,3,1,2.093,提升
10W_协同项目构件创建编辑,高频_保存工作单元,4.82,相对值,0.2,7,15,1,4.297,正常
10W_协同项目构件创建编辑,标高尺寸标注,0.76,相对值,0.2,,1,1,0.031,提升
10W_协同项目构件创建编辑,门窗尺寸标注,0.14,相对值,0.2,,1,1,0.125,正常
10W_协同项目构件创建编辑,外部尺寸标注,1.05,相对值,0.2,,1,1,0.094,提升
10W_协同项目构件创建编辑,高频_创建图纸,2.49,相对值,0.2,1.1,1.5,1,0.11,提升
10W_协同项目构件创建编辑,高频_放置视口,0.32,相对值,0.2,9,9,1,0.188,提升
10W_协同项目构件创建编辑,选择过滤,0.79,相对值,0.2,1,1,1,0.703,正常
10W_协同项目协同编辑,高频_协同扣减,17.0,相对值,0.2,,60,1,17.703,正常
10W_协同项目协同编辑,连接线消隐,35.0,相对值,0.2,,60,1,35.453,正常
10W_单机版视图创建编辑,高频_首次打开平面视图,4.938,相对值,0.2,,3.7,1,4.485,正常
10W_单机版视图创建编辑,高频_首次打开三维视图,11.703,相对值,0.2,,18,1,7.109,提升
10W_单机版视图创建编辑,高频_首次打开立面视图,12.0,相对值,0.2,,12,1,13.516,正常
10W_单机版视图创建编辑,高频_首次打开剖面视图,6.521,相对值,0.2,,4.2,1,4.593,提升
10W_单机版视图创建编辑,高频_切换视图,4.516,相对值,0.2,,0.8,1,0.703,提升
10W_单机版视图创建编辑,高频_创建局部三维视图,0.713,相对值,0.2,,10,1,0.344,提升
10W_单机版视图创建编辑,高频_视图复制,15.427,相对值,0.2,,14.2,1,8.937,提升
10W_单机版视图创建编辑,高频_创建剖面视图符号,2.213,相对值,0.2,,4.7,1,1.407,提升
10W_单机版视图创建编辑,高频_裁剪框编辑,1.375,相对值,0.2,,3,1,1.0,提升
10W_单机版视图创建编辑,高频_视图比例,4.396,相对值,0.2,,6.8,1,3.922,正常
10W_单机版视图创建编辑,显示模式,1.177,相对值,0.2,,1.7,1,0.563,提升
10W_单机版视图创建编辑,隔离所选,9.323,相对值,0.2,,5,1,2.594,提升
10W_单机版视图创建编辑,工作图导入DWG,3.74,相对值,0.2,,15.5,1,0.282,提升
10W_单机版构件创建编辑,高频_协同扣减,68.0,相对值,0.2,,60,1,61.203,正常
10W_单机版构件创建编辑,高频_轴号隐藏,8.901,相对值,0.2,,0.2,1,6.297,提升
10W_单机版构件创建编辑,高频_轴线夹点编辑,1.14,相对值,0.2,,0.3,1,0.235,提升
10W_单机版构件创建编辑,高频_批量调整轴线,4.526,相对值,0.2,,0.3,1,2.906,提升
10W_单机版构件创建编辑,高频_墙夹点编辑,2.537,相对值,0.2,,0.3,1,1.421,提升
10W_单机版构件创建编辑,高频_扣减后墙夹点编辑,3.052,相对值,0.2,,3.6,1,2.078,提升
10W_单机版构件创建编辑,高频_幕墙杆件切换,0.958,相对值,0.2,,10,1,0.766,正常
10W_单机版构件创建编辑,高频_创建房间,0.76,相对值,0.2,,0.3,1,0.516,提升
10W_单机版构件创建编辑,连接线消隐,21.0,相对值,0.2,,60,1,20.672,正常
10W_单机版构件创建编辑,高频_门窗表夹点编辑,1.323,相对值,0.2,,1,1,22.766,衰退
10W_单机版构件创建编辑,合并单元格,0.802,相对值,0.2,,1,1,0.703,正常
10W_单机版构件创建编辑,高频_更新门窗表,45.0,相对值,0.2,,3,1,40.031,正常
10W_单机版构件创建编辑,高频_视图样板编辑,7.104,相对值,0.2,,12,1,3.859,提升
10W_单机版构件创建编辑,高频_视图对象样式编辑,0.276,相对值,0.2,,3,1,0.282,正常
10W_单机版构件创建编辑,标高尺寸标注,1.76,相对值,0.2,,1,1,0.782,提升
10W_单机版构件创建编辑,外部尺寸标注,8.063,相对值,0.2,,1,1,6.391,提升
10W_单机版构件创建编辑,门窗尺寸标注,0.312,相对值,0.2,,1,1,0.282,正常
10W_单机版构件创建编辑,高频_创建图纸,0.218,相对值,0.2,,1.5,1,0.218,正常
10W_单机版构件创建编辑,高频_放置视口,0.584,相对值,0.2,,9,1,0.234,提升
10W_单机版构件创建编辑,选择过滤,1.464,相对值,0.2,,1,1,1.406,正常
10W_单机版跨专业更新,机电参照更新,47.287,相对值,0.2,,10,0,96.57900000000001,衰退
10W_单机版跨专业更新,结构参照更新,44.271,相对值,0.2,,10,0,204.75,衰退
10w_单机_标注和二维对象_建筑,高频_表格_单机版,3.5,相对值,0.15,,5,1,2.391,提升
10w_单机_导出pdf_建筑,高频_导出PDF_地上平面_单机版,5.0,相对值,0.15,,6,1,5.094,正常
3W_裁剪框拆分折叠合并性能测试,裁剪框拆分,0.9,相对值,0.2,,2,1,0.75,正常
3W_裁剪框拆分折叠合并性能测试,精准折叠,0.4,相对值,0.2,,2,1,0.359,正常
3W_裁剪框拆分折叠合并性能测试,合并裁剪分区,0.3,相对值,0.2,,2,1,0.282,正常
3W_协同环境_保温层面层创建覆盖创建操作,保温面层创建连续面hover及创建,2.4,相对值,0.2,,3,1,0.953,提升
3W_协同环境_保温层面层创建覆盖创建操作,保温面层创建单一面,0.2,相对值,0.2,,1,1,0.109,提升
3W_协同环境_保温层面层创建覆盖创建操作,高频_保温面层创建连续面创建,0.9,相对值,0.2,,1,1,0.062,提升
3W_协同环境_保温层面层创建覆盖创建操作,保温面层创建构件面,0.078,绝对值,0.2,,1,1,0.062,提升
3W_协同环境_保温层面层创建覆盖创建操作,保温面层覆盖单一面,0.063,相对值,0.2,,1,1,0.047,提升
3W_协同环境_保温层面层创建覆盖创建操作,保温面层覆盖连续面,1.0,相对值,0.2,,1,1,0.375,提升
3W_协同环境_保温层面层创建覆盖创建操作,保温面层覆盖构件面,0.078,相对值,0.2,,1,1,0.046,提升
3W_协同环境_保温层面层创建覆盖创建操作,高频_保温面层删除,0.687,绝对值,1.0,,1,1,0.25,提升
3W_协同环境_保温层面层一键更新,保温面层面层更新,2.5,相对值,0.2,,3,1,0.219,提升
3W_协同环境_房间修复,放置房间显示错误,0.062,相对值,0.2,,1,1,0.031,提升
3W_协同环境_房间修复,放置房间完成修复,0.6,相对值,0.2,,1,1,0.312,提升
3W_协同环境_房间做法,高频_房间做法打开面板,0.485,相对值,0.2,,1,1,0.14,提升
3W_协同环境_房间做法,高频_房间做法关闭面板,0.5,相对值,0.2,,1,1,0.188,提升
3W_协同环境_导出GFC,高频_导出GFC,55.204,绝对值,60.0,,60,1,50.359,提升
6W_协同环境_导出GFC,高频_导出GFC,11.422,相对值,0.2,,60,1
10W_单机版_区分内外墙,区分内外墙_内墙快刷,1.844,相对值,0.2,,3,1,0.797,提升
10W_单机版_区分内外墙,区分内外墙_内墙隐藏,1.937,相对值,0.2,,3,1,1.265,提升
10W_单机版_区分内外墙,区分内外墙_智能区分内外墙,2.828,相对值,0.2,,10,1,0.141,提升
10W_单机版_创建打开退出模型检查报告,高频_模型检查_创建模型检查报告,32.297,相对值,0.2,,40,1,30.5,正常
10W_单机版_创建打开退出模型检查报告,高频_模型检查_打开模型检查报告,2.0,相对值,0.2,,5,1,1.563,提升
10W_单机版_创建打开退出模型检查报告,高频_模型检查_退出模型检查报告,2.0,相对值,0.2,,10,1,1.359,提升
10W_单机版_创建打开退出模型检查报告,模型检查_构件部分相交_创建模型检查报告,6.218,相对值,0.2,,10,1,7.141,正常
10W_单机版_创建打开退出模型检查报告,模型检查_构件部分相交_打开模型检查报告,1.485,相对值,0.2,,3,1,1.516,正常
10W_单机版_创建打开退出模型检查报告,模型检查_构件部分相交_退出模型检查报告,1.313,相对值,0.2,,3,1,1.359,正常
10W_单机版_创建打开退出模型检查报告,模型检查_构件完全重叠_创建模型检查报告,6.687,相对值,0.2,,10,1,6.797,正常
10W_单机版_创建打开退出模型检查报告,模型检查_构件完全重叠_打开模型检查报告,1.453,相对值,0.2,,3,1,1.484,正常
10W_单机版_创建打开退出模型检查报告,模型检查_构件完全重叠_退出模型检查报告,2.0,相对值,0.2,,3,1,1.375,提升
10W_单机版_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_创建模型检查报告,7.859,相对值,0.2,,10,1,7.859,正常
10W_单机版_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_打开模型检查报告,1.453,相对值,0.2,,3,1,1.485,正常
10W_单机版_创建打开退出模型检查报告,模型检查_房间不闭合或重叠_退出模型检查报告,1.328,相对值,0.2,,3,1,1.375,正常
10W_单机版_模型检查报告定位模块内外,模型检查_定位模块外_涉及视图变化,4.8,相对值,0.2,,10,1,3.766,提升
10W_单机版_模型检查报告定位模块内外,模型检查_退出定位模块外_涉及视图变化,4.5,相对值,0.2,,10,1,3.046,提升
10W_单机版_模型检查报告定位模块内外,模型检查_定位模块内_涉及视图变化,5.5,相对值,0.2,,10,1,4.531,正常
10W_单机版_模型检查报告定位模块内外,模型检查_退出定位模块内_涉及视图变化,7.5,相对值,0.2,,10,1,5.375,提升
10W_单机版_模型检查报告定位模块内外,高频_模型检查_定位模块外_不涉及视图变化,2.8,相对值,0.2,,10,1,2.359,正常
10W_单机版_模型检查报告定位模块内外,高频_模型检查_退出定位模块外_不涉及视图变化,4.1,相对值,0.2,,10,1,2.969,提升
10W_单机版_模型检查报告定位模块内外,高频_模型检查_定位模块内_不涉及视图变化,4.0,相对值,0.2,,10,1,3.234,正常
10W_单机版_模型检查报告定位模块内外,高频_模型检查_退出定位模块内_不涉及视图变化,4.5,相对值,0.2,,10,1,3.328,提升
10W_单机版_模型检查报告三维视图与平面视图切换,高频_模型检查_三维视图切换到平面视图,2.5,相对值,0.2,,5,1,1.891,提升
10W_单机版_模型检查报告三维视图与平面视图切换,高频_模型检查_平面视图切换到三维视图,2.0,相对值,0.2,,5,1,1.235,提升
10W_单机版_墙相交修复,高频_模型检查_刷新模型检查报告,1.0,相对值,0.2,,10,1,0.656,提升
10W_单机版_墙相交修复,模型检查_展开构件部分相交,0.1,相对值,0.2,,1,1,0.016,提升
10W_单机版_墙相交修复,模型检查_收起构件部分相交,0.1,相对值,0.2,,1,1,0.031,提升
10W_单机版_墙相交修复,模型检查_进入批量修复墙相交,2.953,相对值,0.2,,1,1,3.172,正常
10W_单机版_墙相交修复,模型检查_点选修复墙相交,4.359,相对值,0.2,,1,1,4.156,正常
10W_单机版_墙相交修复,模型检查_框选修复墙相交,10.125,相对值,0.2,,3,1,10.985,正常
10W_单机版_墙相交修复,模型检查_撤销框选修复墙相交,14.859,相对值,0.2,,3,1,13.735,正常
10W_单机版_墙相交修复,模型检查_退出批量修复墙相交,2.0,相对值,0.2,,10,1,1.453,提升
10W_单机版_模型检查智能修复,模型检查_智能修复,0.516,相对值,0.2,,21.5,1,0.25,提升
10W_单机版_导出GFC,高频_导出GFC链接结构,51.265,绝对值,60.0,,60,1
10w_单机_二维对象_建筑,二维线,0.8,相对值,0.15,,3,0,0.734,正常
10w_单机_二维对象_建筑,复制二维对象,0.4,相对值,0.15,,0.5,0,0.375,正常
10w_单机_批量导出DWG_建筑,批量导出DWG,120.0,相对值,0.1,,150,0,96.422,提升
10w_单机_批量导出PDF_建筑,批量导出PDF,85.0,相对值,0.1,,150,0,66.406,提升
10w_单机_导出dwg_建筑,高频_导出dwg_地上立面,93.0,相对值,0.1,50,60,1,55.89,提升
10w_单机_标注和二维对象_建筑,跨楼层复制注释对象_单机版,1.0,相对值,0.1,7.7,8,0,0.984,正常
10w_协同_导出DWG_建筑,高频_导出dwg_地上立面,18.0,相对值,0.1,,20,0,20.594,衰退
10w_协同_导出DWG_建筑,导出dwg_地上平面,7.0,相对值,0.1,,6,0,8.125,衰退
10w_协同_导出DWG_建筑,导出dwg_地上批量导出,40.0,相对值,0.1,,60,0,35.938,提升
10w_协同_导出PDF_建筑,高频_导出PDF_地上立面,25.0,相对值,0.1,,20,0,23.656,正常
10w_协同_导出PDF_建筑,高频_导出PDF_地上平面,8.0,相对值,0.1,,8,0,9.063,衰退
10w_协同_导出PDF_建筑,导出PDF_地上批量导出,33.0,相对值,0.1,,60,0,31.641,正常
6W_协同_尺寸标注显隐_裁剪框编辑,批量隐藏轴网,0.23,绝对值,0.4,0.1,0.5,0,0.187,提升
6W_协同_尺寸标注显隐_裁剪框编辑,打开模型裁剪框,0.44,绝对值,0.5,4,5,0,0.422,提升
6W_协同_尺寸标注显隐_裁剪框编辑,打开注释裁剪框,0.55,绝对值,0.7,4.7,5,0,0.484,提升
6W_协同_尺寸标注显隐_裁剪框编辑,裁剪框夹点拖拽,1.85,绝对值,2.0,5,5,0,1.594,提升
6W_协同_尺寸标注显隐_裁剪框编辑,拖拽移动墙,0.95,绝对值,1.5,0.1,0.5,0,0.844,提升
6W_协同_尺寸标注显隐_裁剪框编辑,移动命令移动墙,0.26,绝对值,0.4,0.1,0.5,0,0.172,提升
6W_建筑多边形裁剪框编辑移动,多边形裁剪框移动,0.8,相对值,0.2,,2,0,0.703,正常
6W_建筑多边形裁剪框编辑移动,移动注释裁剪框,0.8,相对值,0.2,,2,0,0.781,正常
6W_建筑多边形裁剪框编辑移动,确定裁剪框轮廓编辑,1.0,相对值,0.2,,2,0,0.906,正常
6W_单机_DWG转化_三维视图剖切框,DWG转化,5.0,相对值,0.1,33,15,0,5.297,正常
6W_单机_DWG转化_三维视图剖切框,三维视图显示剖切框,0.15,相对值,0.1,5,5,0,0.109,提升
6W_单机_DWG转化_三维视图剖切框,三维视图拖拽剖切框裁剪,0.05,相对值,0.1,4.5,5,0,0.032,提升
6W_单机_建筑多段线夹点选择,选中1000夹点多段线,1.0,相对值,0.1,0.1,0.5,0,0.125,提升
6W_单机_建筑视口编辑,创建带图框图纸,0.2,相对值,0.1,0.1,0.5,0,0.219,正常
6W_单机_建筑视口编辑,放置视口,1.4,相对值,0.1,4.2,5,0,1.375,正常
6W_单机_建筑视口编辑,移动视口,0.08,相对值,0.1,0.1,0.5,0,0.047,提升
6W_单机_建筑视口编辑,删除视口,0.06,相对值,0.1,0.1,0.5,0,0.047,提升
6W_协同_DWG转化_三维视图剖切框,DWG转化,6.0,相对值,0.1,33,15,0,5.719,正常
6W_协同_DWG转化_三维视图剖切框,三维视图显示剖切框,0.15,相对值,0.1,5,5,0,0.14,正常
6W_协同_DWG转化_三维视图剖切框,三维视图拖拽剖切框裁剪,0.1,相对值,0.1,4.5,5,0,0.079,提升
6W_协同_建筑多段线夹点选择,选中1000夹点多段线,1.0,相对值,0.1,0.1,0.5,0,0.141,提升
6W_协同_建筑视口编辑,创建带图框图纸,0.2,相对值,0.1,0.1,0.5,0,0.188,正常
6W_协同_建筑视口编辑,放置视口,1.4,相对值,0.1,4.2,5,0,1.422,正常
6W_协同_建筑视口编辑,移动视口,0.06,相对值,0.1,0.1,0.5,0,0.063,正常
6W_协同_建筑视口编辑,删除视口,0.05,相对值,0.1,0.1,0.5,0,0.047,正常
